ITS2 type profile		A1-A1bw-A1bf-A1bx	A1-A1ee	B1-B1a-B1b-B1g	C3f-C3fl-C3-C50a-C3ae-C3fm-C3h-C50q	C3f-C3fl-C50a-C3-C3ae-C3fm-C3h-C3bj	C1-C1b-C1c-C42.2-C1br-C1bh-C1cb-C72k	C1/C3-C1c-C1b-C72k-C1w	C3f/C3-C50a-C3fl-C3ae-C3fm-C50q-C3b	C15-C15ek-C15gy-C15gk-C15el	C3f/C3fl-C3ae-C3-C3bj-C50a-C3h	C42a-C1-C42.2-C1j-C1b-C42as-C42aa	C1/C1b/C3-C1u-C1bo	C3-C3fo-C3a	C42.2-C42aq-C1-C42ar	C21/C3	C3/C1	C42a-C42.2-C1-C1b-C42b-C1au	C42a/C1b/C1-C42.2-C42b	C42g/C42a/C1/C42.2-C42h-C42b-C1b	C1y	C42.2/C1-C42i-C3-C1b-C1au	C3k	C91	C1/C1c-C1b	C15-C15by	C3fn	C1/C42.2/C3-C1b	D1-D4-D6-D1b-D1d-D6c-D4d	D1-D4-D4c-D6-D1d-D2	D1-D4-D4c-D1c-D2	D1/D4/D1d-D6	D4/D1/D1ab-D6
107367	C68	0	0	0	0	0	0.9229696218226907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107309	C15	0	0	0	0	0	0.9206702513442542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107301	C12	0	0	0	0	0	0.9204067418860565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107425	E12	0	0	0	0	0	0.9182753215520388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107370	C70	0	0	0	0	0	0.9142911939274034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107308	C14	0	0	0	0	0	0.9099602126450232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107492	E69	0	0	0	0	0	0.9085200590366295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107433	E15	0	0	0	0	0	0.9072185843467415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107432	E14	0	0	0	0	0	0.8998937462052216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107490	E67	0	0	0	0	0	0.8992490881785025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107357	C59	0	0	0	0	0	0.88737366410368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107307	C13	0	0	0	0	0	0.8842493765586035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107431	E13	0	0	0	0	0	0.8747811505930511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107318	C23	0	0	0	0	0	0.4327257833299202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38666803194757327	0	0	0	0
107366	C67	0	0	0	0	0	0	0.9041368055062797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107354	C56	0	0	0	0	0	0	0.902360858882598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107483	E60	0	0	0	0	0	0	0.9002833244912012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107491	E68	0	0	0	0	0	0	0.8991537924074218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107368	C69	0	0	0	0	0	0	0.899069251131415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107479	E57	0	0	0	0	0	0	0.8978035297247761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107494	E70	0	0	0	0	0	0	0.8968980887830493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107478	E56	0	0	0	0	0	0	0.8943030773926798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107356	C58	0	0	0	0	0	0	0.8914754873804778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107480	E58	0	0	0	0	0	0	0.8890714872637634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107355	C57	0	0	0	0	0	0	0.8881882670870398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107359	C60	0	0	0	0	0	0	0.8830447630947422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107365	C66	0	0	0	0	0	0	0.8480350338395041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107489	E66	0	0	0	0	0	0	0.8455724549780722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107336	C4	0	0	0	0	0	0	0	0.8431399079908765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107314	C2	0	0	0	0	0	0	0	0.828037196280372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107505	E80	0	0	0	0	0	0	0	0.8175190307708803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107510	E85	0	0	0	0	0	0	0	0.8109906826392851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107449	E3	0	0	0	0	0	0	0	0.807537749634681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107482	E6	0	0	0	0	0	0	0	0.8015586633927618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107460	E4	0	0	0	0	0	0	0	0.7879771202287977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107440	E21	0	0	0	0	0	0	0	0.7650134717094101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004829857299670692	0
107445	E26	0	0	0	0	0	0	0	0.7467079783113866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107450	E30	0	0	0	0	0	0	0	0.743972396858661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107448	E29	0	0	0	0	0	0	0	0.7357928343384179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107326	C30	0	0	0	0	0	0	0	0.7344421019754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107487	E64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9037276744041322	0	0	0
107363	C64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8972675835128768	0	0	0
107364	C65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8896917518640941	0	0	0
107485	E62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8894651182036357	0	0	0
107486	E63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8857271325796505	0	0	0
107362	C63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8840716072003367	0	0	0
107484	E61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878853149530921	0	0	0
107361	C62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8731494413407822	0	0	0
107488	E65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8722014393953781	0	0	0
107360	C61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8704520604758135	0	0	0
107372	C72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9070951792336218	0	0
107496	E72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8993498086826432	0	0
107495	E71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8907225587818862	0	0
107371	C71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8884412583683867	0	0
107498	E74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8779027260383664	0	0
107373	C73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8667968843048045	0	0
107497	E73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8619102416570771	0	0
107374	C74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8606003299400475	0	0
107499	E75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8520365553938295	0	0
107375	C75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09473849044785468	0	0	0	0	0	0	0.768765006785677	0	0
107439	E20	0	0	0	0	0	0	0	0	0.9402736131934034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107311	C17	0	0	0	0	0	0	0	0	0.9259425338898278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107315	C20	0	0	0	0	0	0	0	0	0.9250836565834818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107310	C16	0	0	0.004226145755071374	0	0	0	0	0	0.9250375657400451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107436	E18	0	0	0	0	0	0	0	0	0.9229504181391932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107437	E19	0	0	0	0	0	0	0	0	0.9221089030902564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107435	E17	0	0	0	0	0	0	0	0	0.9133965467533716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107434	E16	0	0	0.006675762596238183	0	0	0	0	0	0.9127521684046389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107312	C18	0	0	0	0	0	0	0	0	0.9080382077233676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107500	E76	0	0	0	0	0	0	0	0	0	0.8079311683270798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107502	E78	0	0	0	0	0	0	0	0	0	0.7962049876288293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107378	C78	0	0	0	0	0	0	0	0	0	0.7913195011708326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107376	C76	0	0	0	0	0	0	0	0	0	0.7881757016040317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107447	E28	0	0	0	0	0	0	0	0	0	0.7667592311363735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107323	C28	0	0	0	0	0	0	0	0	0	0.7218135859540455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107442	E23	0	0	0	0	0	0	0	0	0	0.7026729434293465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107345	C48	0	0	0	0	0	0	0	0	0	0	0.8932251966583328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107469	E48	0	0	0	0	0	0	0	0	0	0	0.8867606728713641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107343	C46	0	0	0	0	0	0	0	0	0	0	0.8805710383115596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107467	E46	0	0	0	0	0	0	0	0	0	0	0.8694013179939685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107468	E47	0	0	0	0	0	0	0	0	0	0	0.860057338862438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107344	C47	0	0	0	0	0	0	0	0	0	0	0.8505190311418686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107470	E49	0	0	0	0	0	0	0	0	0	0	0.7777143609781798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107396	C94	0	0	0	0	0	0	0	0	0	0	0	0.9566450794124783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107520	E94	0	0	0	0	0	0	0	0	0	0	0	0.9558385539693951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107521	E95	0	0	0	0	0	0	0	0	0	0	0	0.930798047144422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107397	C95	0	0	0	0	0	0	0	0	0	0	0	0.92422357386416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107395	C93	0	0	0	0	0	0	0	0	0	0	0	0.9172361729179911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107519	E93	0	0	0	0	0	0	0	0	0	0	0	0.9014124134826402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107524	E98	0	0	0	0	0	0	0	0	0	0	0	0	0.888020632843175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107401	C99	0	0	0	0	0	0	0	0	0	0	0	0	0.8658842923306382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107280	C100	0	0	0	0	0	0	0	0	0	0	0	0	0.8654114174842183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107400	C98	0	0	0	0	0	0	0	0	0	0	0	0	0.8588112044240644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107525	E99	0	0	0	0	0	0	0	0	0	0	0	0	0.8586869577701663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107452	E32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9555484187856575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107329	C33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9544159544159544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107453	E33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9480587508119095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107328	C32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9266627916632068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107394	C92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4159784560143627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107393	C91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3949675943576058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107472	E50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8136688287105974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107348	C50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8008627779588163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107454	E34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8604111320316732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107330	C34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.856672045821306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107451	E31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916768880322411	0	0	0	0	0	0	0	0	0	0	0	0	0
107327	C31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8745089199459007	0	0	0	0	0	0	0	0	0	0	0	0	0
107481	E59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3052520496793571	0	0	0	0.35475282084584786	0	0	0	0	0	0	0	0	0	0	0	0
107331	C35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8640806045340049	0	0	0	0	0	0	0	0	0	0	0
107455	E35	0.016760591636118257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8425160949098137	0	0	0	0	0	0	0	0	0	0	0
107313	C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8255765286904113	0	0	0	0	0	0	0
107517	E91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36358859845001973	0	0	0	0	0	0	0.43478260869565216	0	0	0	0	0
107522	E96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107413	E109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107346	C49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		883-914-976-968	883-1847	4946-29275-29219-29212	28-69992-32-20940-26-914774-29-21168	28-69992-20940-32-26-914774-29-30	2-308-4-1-831-848-835-832	2-308-4-835-32-833	28/32-20940-69992-26-914774-21168-80	517-483284-151688-360966-236792	28/69992-26-32-30-20940-29	82-2-1-15-4-480865-70549	2-4-6276-32-11962	32-3343-161	1-93769-2-914799	32-41		82-1-83-4-2-20	82-1-4-83-2	211-82-1-2-83-212-4	52420	1-2-3-4-32-20	37	1254	2-308-4	517-1574	422	2-32-1-4	853-854-933-3850-940-935-1660	853-854-940-1730-933-855	853-854-1730-855-2308	853-854-933-940	853-854-933-1674
Average defining sequence proportions and [stdev]		0.934[nan]-0.029[nan]-0.020[nan]-0.017[nan]	0.575[nan]-0.425[nan]	0.791[0.043]-0.101[0.034]-0.068[0.004]-0.040[0.006]	0.383[0.045]-0.123[0.018]-0.115[0.020]-0.114[0.023]-0.113[0.018]-0.066[0.012]-0.051[0.011]-0.036[0.006]	0.376[0.065]-0.127[0.026]-0.116[0.022]-0.116[0.027]-0.113[0.011]-0.070[0.014]-0.047[0.013]-0.035[0.010]	0.681[0.076]-0.108[0.037]-0.076[0.032]-0.049[0.026]-0.031[0.019]-0.023[0.015]-0.017[0.006]-0.016[0.010]	0.776[0.016]-0.132[0.023]-0.032[0.005]-0.022[0.003]-0.022[0.008]-0.015[0.008]	0.279[0.078]-0.165[0.036]/0.161[0.035]-0.138[0.020]-0.101[0.019]-0.079[0.016]-0.041[0.010]-0.036[0.006]	0.885[0.004]-0.046[0.004]-0.045[0.006]-0.012[0.001]-0.011[0.000]	0.315[0.050]/0.198[0.071]-0.143[0.018]-0.125[0.008]-0.093[0.006]-0.080[0.007]-0.045[0.005]	0.550[0.077]-0.132[0.036]-0.083[0.014]-0.075[0.020]-0.058[0.020]-0.052[0.018]-0.050[0.013]	0.370[0.061]-0.268[0.025]-0.180[0.051]-0.147[0.018]-0.035[0.003]	0.916[0.003]-0.054[0.001]-0.030[0.002]	0.475[0.023]-0.308[0.015]-0.130[0.008]-0.087[0.040]	0.665[0.013]-0.335[0.013]	0.508[0.663]/0.492[0.663]	0.490[0.010]-0.192[0.006]-0.110[0.007]-0.093[0.001]-0.091[0.010]-0.024[0.001]	0.457[0.002]-0.245[0.002]-0.180[0.001]-0.075[0.004]-0.043[0.003]	0.610[0.003]-0.112[0.008]-0.081[0.004]-0.074[0.010]-0.048[0.020]-0.042[0.002]-0.032[0.006]	1.000[0.000]	0.695[0.000]-0.189[0.000]-0.036[0.001]-0.031[0.001]-0.029[0.001]-0.019[0.001]	1.000[nan]	1.000[nan]	0.691[nan]-0.158[nan]-0.150[nan]	0.994[nan]-0.006[nan]	1.000[nan]	0.855[nan]-0.094[nan]-0.039[nan]-0.012[nan]	0.531[0.019]-0.240[0.013]-0.137[0.009]-0.035[0.004]-0.025[0.012]-0.024[0.004]-0.007[0.001]	0.592[0.008]-0.242[0.005]-0.072[0.008]-0.048[0.004]-0.033[0.008]-0.013[0.001]	0.691[0.017]-0.213[0.006]-0.038[0.008]-0.029[0.011]-0.029[0.001]	0.585[0.028]-0.195[0.078]-0.160[0.078]-0.060[0.027]	0.578[0.019]-0.251[0.036]-0.140[0.008]-0.030[0.009]
